#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 09 10 14 20   2  2.8  3.5 99.00 99.00 99.00 999 1024.7  25.4  25.0  23.9 99.0 99.00 
2019 09 10 14 30   1  2.3  3.2 99.00 99.00 99.00 999 1024.8  25.5  25.0  24.0 99.0 99.00 
2019 09 10 14 40  21  2.3  2.9  0.77 11.43  6.34  83 1024.8  25.5  25.1  24.1 99.0 99.00 
2019 09 10 14 50  32  2.2  2.7 99.00 99.00 99.00 999 1024.8  25.6  25.1  24.2 99.0 99.00 
2019 09 10 15 00  23  2.4  3.0 99.00 99.00 99.00 999 1024.9  25.7  25.1  24.4 99.0 99.00 
2019 09 10 15 10  21  2.7  3.4 99.00 99.00 99.00 999 1025.0  25.7  25.2  24.4 99.0 99.00 
2019 09 10 15 20  23  3.3  3.9 99.00 99.00 99.00 999 1025.0  25.6  25.4  24.3 99.0 99.00 
2019 09 10 15 30  22  3.4  4.1 99.00 99.00 99.00 999 1025.0  25.6  25.3  24.4 99.0 99.00 
2019 09 10 15 40  28  3.2  3.9  0.81 11.43  6.79  99 1024.9  25.5  25.4  24.2 99.0 99.00 
2019 09 10 15 50  16  3.6  4.5 99.00 99.00 99.00 999 1024.7  25.5  25.5  24.2 99.0 99.00 
2019 09 10 16 00  18  3.7  4.6 99.00 99.00 99.00 999 1024.7  25.5  25.5  24.1 99.0 99.00 
2019 09 10 16 10  17  2.9  3.6 99.00 99.00 99.00 999 1024.6  25.6  25.5  24.2 99.0 99.00 
2019 09 10 16 20  12  3.3  5.0 99.00 99.00 99.00 999 1024.7  25.7  25.5  24.4 99.0 99.00 
2019 09 10 16 30  23  4.5  5.5 99.00 99.00 99.00 999 1024.6  25.8  25.6  24.6 99.0 99.00 
2019 09 10 16 40  35  4.1  5.1  0.83 11.43  6.65 105 1024.6  25.6  25.6  24.5 99.0 99.00 
2019 09 10 16 50  41  4.0  5.0 99.00 99.00 99.00 999 1024.5  25.6  25.6  24.5 99.0 99.00 
2019 09 10 17 00  43  3.9  4.7 99.00 99.00 99.00 999 1024.5  25.6  25.7  24.5 99.0 99.00 
2019 09 10 17 10  49  3.9  4.8 99.00 99.00 99.00 999 1024.3  25.7  25.6  24.6 99.0 99.00 
2019 09 10 17 20  57  4.0  4.9 99.00 99.00 99.00 999 1024.3  25.8  25.6  24.7 99.0 99.00 
2019 09 10 17 30  53  4.4  5.2 99.00 99.00 99.00 999 1024.1  25.7  25.6  24.6 99.0 99.00 
2019 09 10 17 40  43  5.2  6.3  0.81 10.81  6.43 117 1024.1  25.7  25.7  24.5 99.0 99.00 
2019 09 10 17 50  46  5.1  6.0 99.00 99.00 99.00 999 1024.0  25.6  25.7  24.3 99.0 99.00 
2019 09 10 18 00  48  5.3  6.8 99.00 99.00 99.00 999 1024.0  25.7  25.6  24.3 99.0 99.00 
2019 09 10 18 10  49  5.3  7.6 99.00 99.00 99.00 999 1023.9  25.9  25.7  24.5 99.0 99.00 
2019 09 10 18 20  69  6.9  8.1 99.00 99.00 99.00 999 1023.9  25.5  25.7  23.9 99.0 99.00 
2019 09 10 18 30  75  6.7  8.1 99.00 99.00 99.00 999 1023.7  25.6  25.8  23.6 99.0 99.00 
2019 09 10 18 40  76  5.8  7.4  0.81 10.81  5.61 100 1023.8  25.7  25.7  23.6 99.0 99.00 
2019 09 10 18 50  71  4.8  6.2 99.00 99.00 99.00 999 1023.7  25.8  25.7  23.7 99.0 99.00 
2019 09 10 19 00  70  4.6  6.0 99.00 99.00 99.00 999 1023.7  25.9  25.6  23.7 99.0 99.00 
2019 09 10 19 10  70  5.5  6.7 99.00 99.00 99.00 999 1023.6  26.1  25.7  23.9 99.0 99.00 
2019 09 10 19 20  69  5.4  6.5 99.00 99.00 99.00 999 1023.7  26.2  25.7  23.8 99.0 99.00 
2019 09 10 19 30  69  4.9  6.4 99.00 99.00 99.00 999 1023.7  26.3  25.8  23.9 99.0 99.00 
2019 09 10 19 40  70  5.0  6.1  0.96 10.81  5.60  89 1023.6  26.3  25.8  24.0 99.0 99.00 
2019 09 10 19 50  66  5.4  6.5 99.00 99.00 99.00 999 1023.6  26.2  25.8  23.8 99.0 99.00 
2019 09 10 20 00  60  5.3  6.7 99.00 99.00 99.00 999 1023.6  26.3  25.8  23.8 99.0 99.00 
2019 09 10 20 10  58  5.5  6.4 99.00 99.00 99.00 999 1023.6  26.3  25.8  23.7 99.0 99.00 
2019 09 10 20 20  57  5.3  6.6 99.00 99.00 99.00 999 1023.4  26.3  25.5  23.8 99.0 99.00 
2019 09 10 20 30  56  5.6  6.6 99.00 99.00 99.00 999 1023.4  26.2  25.7  23.7 99.0 99.00 
2019 09 10 20 40  56  5.6  6.6  0.95 12.12  5.18  94 1023.6  26.2  25.8  23.7 99.0 99.00 
2019 09 10 20 50  57  5.4  6.3 99.00 99.00 99.00 999 1023.6  26.2  25.7  23.7 99.0 99.00 
2019 09 10 21 00  56  5.3  6.3 99.00 99.00 99.00 999 1023.6  26.2  25.7  23.6 99.0 99.00 
2019 09 10 21 10  55  5.6  7.0 99.00 99.00 99.00 999 1023.6  26.2  25.7  23.5 99.0 99.00 
2019 09 10 21 20  55  5.4  6.4 99.00 99.00 99.00 999 1023.6  26.2  25.6  23.6 99.0 99.00 
2019 09 10 21 30  55  5.4  6.4 99.00 99.00 99.00 999 1023.6  26.2  25.6  23.7 99.0 99.00 
2019 09 10 21 40  52  5.4  6.4  0.99 10.81  5.42  84 1023.6  26.1  25.6  23.6 99.0 99.00 
2019 09 10 21 50  50  5.2  6.2 99.00 99.00 99.00 999 1023.6  26.1  25.6  23.7 99.0 99.00 
2019 09 10 22 00  45  5.1  6.1 99.00 99.00 99.00 999 1023.6  26.0  25.6  23.6 99.0 99.00 
2019 09 10 22 10  40  5.4  6.5 99.00 99.00 99.00 999 1023.6  26.0  25.5  23.6 99.0 99.00 
2019 09 10 22 20  42  5.3  6.6 99.00 99.00 99.00 999 1023.6  25.9  25.5  23.5 99.0 99.00 
2019 09 10 22 30  45  5.3  6.5 99.00 99.00 99.00 999 1023.6  25.8  25.5  23.3 99.0 99.00 
2019 09 10 22 40  41  5.3  6.2  1.03 11.43  5.67  86 1023.6  25.8  25.5  23.3 99.0 99.00 
2019 09 10 22 50  43  5.0  5.9 99.00 99.00 99.00 999 1023.5  25.7  25.4  23.2 99.0 99.00 
2019 09 10 23 00  45  4.9  6.4 99.00 99.00 99.00 999 1023.6  25.7  25.4  23.2 99.0 99.00 
2019 09 10 23 10  43  4.7  5.8 99.00 99.00 99.00 999 1023.7  25.7  25.5  23.2 99.0 99.00 
2019 09 10 23 20  40  4.5  5.6 99.00 99.00 99.00 999 1023.6  25.6  25.5  23.2 99.0 99.00 
2019 09 10 23 30  39  4.5  5.4 99.00 99.00 99.00 999 1023.7  25.6  25.5  23.3 99.0 99.00 
2019 09 10 23 40  39  4.3  5.3  1.05 11.43  6.09 101 1023.7  25.5  25.4  23.2 99.0 99.00 
2019 09 10 23 50  36  4.2  5.1 99.00 99.00 99.00 999 1023.8  25.4  25.4  23.3 99.0 99.00 
2019 09 11 00 00  36  4.1  5.0 99.00 99.00 99.00 999 1023.7  25.3  25.3  23.2 99.0 99.00 
2019 09 11 00 10  43  4.3  5.1 99.00 99.00 99.00 999 1023.6  25.3  25.3  23.2 99.0 99.00 
2019 09 11 00 20  45  4.3  5.1 99.00 99.00 99.00 999 1023.6  25.3  25.3  23.1 99.0 99.00 
2019 09 11 00 30  47  4.1  5.1 99.00 99.00 99.00 999 1023.8  25.4  25.3  23.2 99.0 99.00 
2019 09 11 00 40  50  4.8  6.3  1.06 11.43  5.82  96 1023.8  25.4  25.2  23.1 99.0 99.00 
2019 09 11 00 50  53  5.3  6.6 99.00 99.00 99.00 999 1023.8  25.5  25.3  22.8 99.0 99.00 
2019 09 11 01 00  53  5.3  6.3 99.00 99.00 99.00 999 1023.9  25.6  25.3  22.7 99.0 99.00 
2019 09 11 01 10  51  4.9  6.2 99.00 99.00 99.00 999 1023.9  25.6  25.2  22.6 99.0 99.00 
2019 09 11 01 20  51  5.0  6.0 99.00 99.00 99.00 999 1023.9  25.6  25.2  22.6 99.0 99.00 
2019 09 11 01 30  56  4.9  5.9 99.00 99.00 99.00 999 1023.9  25.7  25.3  22.7 99.0 99.00 
2019 09 11 01 40  62  5.1  6.7  1.03 12.12  5.53  93 1023.9  25.7  25.3  22.6 99.0 99.00 
2019 09 11 01 50  66  5.1  6.4 99.00 99.00 99.00 999 1023.9  25.8  25.3  22.4 99.0 99.00 
2019 09 11 02 00  60  5.4  6.6 99.00 99.00 99.00 999 1023.9  25.9  25.3  22.3 99.0 99.00 
2019 09 11 02 10  59  5.0  6.6 99.00 99.00 99.00 999 1023.9  26.0  25.0  22.4 99.0 99.00 
2019 09 11 02 20  54  4.6  6.0 99.00 99.00 99.00 999 1024.0  25.9  24.9  22.6 99.0 99.00 
2019 09 11 02 30  46  4.4  5.6 99.00 99.00 99.00 999 1024.0  25.8  25.0  22.7 99.0 99.00 
2019 09 11 02 40  42  4.2  5.5  1.18 12.12  5.96  89 1024.0  25.6  24.9  22.9 99.0 99.00 
2019 09 11 02 50  41  4.3  5.4 99.00 99.00 99.00 999 1024.0  25.4  24.9  22.9 99.0 99.00 
2019 09 11 03 00  39  4.4  5.9 99.00 99.00 99.00 999 1024.1  25.4  24.9  22.9 99.0 99.00 
2019 09 11 03 10  41  4.2  5.4 99.00 99.00 99.00 999 1024.1  25.4  24.9  22.9 99.0 99.00 
2019 09 11 03 20  51  3.5  4.6 99.00 99.00 99.00 999 1024.0  25.3  24.9  23.0 99.0 99.00 
2019 09 11 03 30  63  3.5  4.8 99.00 99.00 99.00 999 1023.9  25.3  24.9  23.0 99.0 99.00 
2019 09 11 03 40  82  4.1  5.4  1.15 12.12  6.04  87 1023.9  25.6  24.9  22.5 99.0 99.00 
2019 09 11 03 50  85  4.3  5.3 99.00 99.00 99.00 999 1024.0  25.9  24.9  22.1 99.0 99.00 
2019 09 11 04 00  80  4.0  5.5 99.00 99.00 99.00 999 1024.0  26.1  24.8  21.9 99.0 99.00 
2019 09 11 04 10  78  4.2  5.6 99.00 99.00 99.00 999 1023.9  26.1  24.8  21.9 99.0 99.00 
2019 09 11 04 20  78  4.3  5.2 99.00 99.00 99.00 999 1023.9  26.1  24.8  21.9 99.0 99.00 
2019 09 11 04 30  72  4.0  5.6 99.00 99.00 99.00 999 1023.9  26.0  24.8  21.7 99.0 99.00 
2019 09 11 04 40  70  4.0  5.1  1.18 12.12  6.20  85 1023.9  26.2  24.8  21.7 99.0 99.00 
2019 09 11 04 50  65  3.5  5.0 99.00 99.00 99.00 999 1023.9  26.2  24.8  22.0 99.0 99.00 
2019 09 11 05 00  66  3.4  4.8 99.00 99.00 99.00 999 1023.9  26.0  24.8  21.9 99.0 99.00 
2019 09 11 05 10  63  3.3  4.6 99.00 99.00 99.00 999 1023.9  25.9  24.8  22.2 99.0 99.00 
2019 09 11 05 20  64  3.4  4.3 99.00 99.00 99.00 999 1023.8  25.8  24.8  22.1 99.0 99.00 
2019 09 11 05 30  67  3.2  4.0 99.00 99.00 99.00 999 1023.8  25.9  24.8  22.1 99.0 99.00 
2019 09 11 05 40  63  3.2  4.2  1.03 11.43  6.16  84 1023.9  25.8  24.7  22.1 99.0 99.00 
2019 09 11 05 50  68  3.1  4.2 99.00 99.00 99.00 999 1023.9  25.9  24.7  22.0 99.0 99.00 
2019 09 11 06 00  64  2.7  3.4 99.00 99.00 99.00 999 1023.8  25.8  24.7  22.1 99.0 99.00 
2019 09 11 06 10  58  2.5  3.2 99.00 99.00 99.00 999 1023.7  25.7  24.7  22.1 99.0 99.00 
2019 09 11 06 20  46  2.7  3.6 99.00 99.00 99.00 999 1023.6  25.7  24.7  22.1 99.0 99.00 
2019 09 11 06 30  19  2.6  3.2 99.00 99.00 99.00 999 1023.5  25.7  24.7  22.7 99.0 99.00 
2019 09 11 06 40  16  3.3  4.2  1.10 11.43  6.09  89 1023.4  25.3  24.6  22.9 99.0 99.00 
2019 09 11 06 50  18  3.7  4.5 99.00 99.00 99.00 999 1023.3  25.1  24.6  23.0 99.0 99.00 
2019 09 11 07 00  14  3.8  4.6 99.00 99.00 99.00 999 1023.2  25.0  24.6  23.0 99.0 99.00 
2019 09 11 07 10  19  3.8  4.4 99.00 99.00 99.00 999 1023.3  25.0  24.6  23.0 99.0 99.00 
2019 09 11 07 20  23  3.6  4.5 99.00 99.00 99.00 999 1023.2  25.0  24.6  22.9 99.0 99.00 
2019 09 11 07 30  23  3.5  4.5 99.00 99.00 99.00 999 1023.3  25.0  24.6  22.9 99.0 99.00 
2019 09 11 07 40  23  3.3  3.9  0.91  8.33  6.11  74 1023.2  25.0  24.6  22.9 99.0 99.00 
2019 09 11 07 50  24  3.2  3.9 99.00 99.00 99.00 999 1023.3  25.0  24.6  22.9 99.0 99.00 
2019 09 11 08 00  21  3.0  3.5 99.00 99.00 99.00 999 1023.2  25.0  24.6  22.9 99.0 99.00 
2019 09 11 08 10  14  3.5  4.1 99.00 99.00 99.00 999 1023.2  25.0  24.5  23.0 99.0 99.00 
2019 09 11 08 20  17  3.8  4.6 99.00 99.00 99.00 999 1023.2  24.9  24.5  23.0 99.0 99.00 
2019 09 11 08 30  24  4.0  4.9 99.00 99.00 99.00 999 1023.2  24.8  24.5  22.9 99.0 99.00 
2019 09 11 08 40  33  3.6  4.6  0.96 11.43  6.75  99 1023.1  24.9  24.5  23.0 99.0 99.00 
2019 09 11 08 50  43  3.7  4.5 99.00 99.00 99.00 999 1023.0  24.8  24.5  22.8 99.0 99.00 
2019 09 11 09 00  39  3.8  4.6 99.00 99.00 99.00 999 1023.0  24.9  24.5  22.9 99.0 99.00 
2019 09 11 09 10  45  3.7  4.4 99.00 99.00 99.00 999 1023.0  24.9  24.5  22.9 99.0 99.00 
2019 09 11 09 20  47  3.5  4.3 99.00 99.00 99.00 999 1023.0  24.9  24.6  23.0 99.0 99.00 
2019 09 11 09 30  49  3.5  4.4 99.00 99.00 99.00 999 1022.9  24.9  24.6  23.0 99.0 99.00 
2019 09 11 09 40  52  3.5  4.4  0.89 12.12  6.64  81 1022.8  24.9  24.6  23.0 99.0 99.00 
2019 09 11 09 50  42  3.6  4.4 99.00 99.00 99.00 999 1022.9  25.0  24.7  23.1 99.0 99.00 
2019 09 11 10 00  27  3.8  4.7 99.00 99.00 99.00 999 1023.0  25.0  24.8  23.1 99.0 99.00 
2019 09 11 10 10  24  4.2  5.1 99.00 99.00 99.00 999 1023.0  24.9  24.9  22.9 99.0 99.00 
2019 09 11 10 20  19  4.5  5.4 99.00 99.00 99.00 999 1023.3  24.9  25.4  22.9 99.0 99.00 
2019 09 11 10 30  15  4.9  6.0 99.00 99.00 99.00 999 1023.5  25.0  25.8  23.0 99.0 99.00 
2019 09 11 10 40  14  4.7  5.6  0.98 12.12  6.96  77 1023.5  25.0  25.9  23.0 99.0 99.00 
2019 09 11 10 50  15  4.9  5.9 99.00 99.00 99.00 999 1023.5  25.0  26.2  23.0 99.0 99.00 
2019 09 11 11 00  16  4.6  5.5 99.00 99.00 99.00 999 1023.6  25.1  26.3  23.1 99.0 99.00 
2019 09 11 11 10  17  4.6  5.6 99.00 99.00 99.00 999 1023.7  25.2  26.6  23.1 99.0 99.00 
2019 09 11 11 20  12  4.6  5.6 99.00 99.00 99.00 999 1023.8  25.3  26.7  23.2 99.0 99.00 
2019 09 11 11 30  10  4.7  5.6 99.00 99.00 99.00 999 1023.9  25.3  26.7  23.4 99.0 99.00 
2019 09 11 11 40  12  5.0  6.1  1.11 12.12  7.10  95 1024.1  25.2  27.0  23.4 99.0 99.00 
2019 09 11 11 50  12  4.9  6.3 99.00 99.00 99.00 999 1024.3  25.3  27.0  23.5 99.0 99.00 
2019 09 11 12 00  12  5.2  6.1 99.00 99.00 99.00 999 1024.3  25.3  27.0  23.5 99.0 99.00 
2019 09 11 12 10  14  5.3  6.3 99.00 99.00 99.00 999 1024.4  25.2  27.0  23.4 99.0 99.00 
2019 09 11 12 20  16  5.1  6.3 99.00 99.00 99.00 999 1024.5  25.2  27.0  23.3 99.0 99.00 
2019 09 11 12 30  22  5.4  6.5 99.00 99.00 99.00 999 1024.4  25.2  27.0  23.3 99.0 99.00 
2019 09 11 12 40  26  5.3  6.3  1.01 10.81  6.48  94 1024.4  25.3  27.0  23.2 99.0 99.00 
2019 09 11 12 50  26  5.3  6.5 99.00 99.00 99.00 999 1024.4  25.4  27.0  23.2 99.0 99.00 
2019 09 11 13 00  25  5.5  6.7 99.00 99.00 99.00 999 1024.5  25.5  27.0  23.1 99.0 99.00 
2019 09 11 13 10  27  5.5  6.8 99.00 99.00 99.00 999 1024.6  25.5  27.0  23.0 99.0 99.00 
2019 09 11 13 20  24  5.7  7.1 99.00 99.00 99.00 999 1024.6  25.6  27.1  23.0 99.0 99.00 
2019 09 11 13 30  26  5.9  7.0 99.00 99.00 99.00 999 1024.5  25.6  27.1  22.9 99.0 99.00 
2019 09 11 13 40  24  5.7  7.3  0.94 12.12  5.91  72 1024.6  25.6  27.1  22.9 99.0 99.00 
2019 09 11 13 50  25  5.6  6.7 99.00 99.00 99.00 999 1024.6  25.5  27.1  22.9 99.0 99.00 
2019 09 11 14 00  25  5.4  6.3 99.00 99.00 99.00 999 1024.7  25.6  27.2  22.9 99.0 99.00 
2019 09 11 14 10  26  5.3  6.6 99.00 99.00 99.00 999 1024.7  25.7  27.2  22.9 99.0 99.00 
2019 09 11 14 20  28  5.3  6.6 99.00 99.00 99.00 999 1024.5  25.6  27.3  22.7 99.0 99.00 
2019 09 11 14 30  31  5.4  6.5 99.00 99.00 99.00 999 1024.6  25.6  27.3  22.5 99.0 99.00 
2019 09 11 14 40  27  5.3  6.6  1.09 11.43  6.46  73 1024.5  25.7  27.3  22.5 99.0 99.00 
2019 09 11 14 50  29  5.1  6.0 99.00 99.00 99.00 999 1024.4  25.7  27.4  22.5 99.0 99.00 
2019 09 11 15 00  31  4.5  5.7 99.00 99.00 99.00 999 1024.3  25.9  27.4  22.6 99.0 99.00 
2019 09 11 15 10  31  4.8  5.9 99.00 99.00 99.00 999 1024.2  25.8  27.3  22.6 99.0 99.00 
2019 09 11 15 20  27  5.0  6.1 99.00 99.00 99.00 999 1024.1  25.8  27.3  22.7 99.0 99.00 
2019 09 11 15 30  25  5.3  6.6 99.00 99.00 99.00 999 1024.1  25.7  27.3  22.6 99.0 99.00 
2019 09 11 15 40  22  5.3  6.3  1.14 12.12  6.03  72 1024.1  25.8  27.3  22.7 99.0 99.00 
2019 09 11 15 50  24  5.1  6.0 99.00 99.00 99.00 999 1023.9  25.7  27.3  22.5 99.0 99.00 
2019 09 11 16 00  21  5.4  6.4 99.00 99.00 99.00 999 1023.9  25.7  27.3  22.6 99.0 99.00 
2019 09 11 16 10  26  5.3  6.5 99.00 99.00 99.00 999 1023.7  25.7  27.4  22.6 99.0 99.00 
2019 09 11 16 20  23  5.1  6.2 99.00 99.00 99.00 999 1023.6  25.7  27.4  22.6 99.0 99.00 
2019 09 11 16 30  23  4.8  5.8 99.00 99.00 99.00 999 1023.4  25.7  27.4  22.8 99.0 99.00 
2019 09 11 16 40  27  4.8  6.3  1.11 11.43  5.94  70 1023.3  25.5  27.5  22.5 99.0 99.00 
2019 09 11 16 50  28  4.7  5.5 99.00 99.00 99.00 999 1023.3  25.9  27.5  22.6 99.0 99.00 
2019 09 11 17 00  23  4.9  5.7 99.00 99.00 99.00 999 1023.1  25.7  27.5  22.5 99.0 99.00 
2019 09 11 17 10  24  4.7  5.5 99.00 99.00 99.00 999 1022.9  25.8  27.5  22.7 99.0 99.00 
2019 09 11 17 20  19  4.4  5.5 99.00 99.00 99.00 999 1022.9  25.7  27.5  23.0 99.0 99.00 
2019 09 11 17 30  17  4.4  5.9 99.00 99.00 99.00 999 1022.7  25.6  27.5  23.0 99.0 99.00 
2019 09 11 17 40  19  4.9  5.9  1.20 10.00  6.41  79 1022.5  25.6  27.5  23.0 99.0 99.00 
2019 09 11 17 50  21  5.1  6.5 99.00 99.00 99.00 999 1022.5  25.6  27.5  22.9 99.0 99.00 
2019 09 11 18 00  19  5.2  6.3 99.00 99.00 99.00 999 1022.4  25.6  27.5  22.9 99.0 99.00 
2019 09 11 18 10  17  5.0  6.3 99.00 99.00 99.00 999 1022.2  25.5  27.5  22.7 99.0 99.00 
2019 09 11 18 20  20  4.9  5.9 99.00 99.00 99.00 999 1022.2  25.5  27.6  22.6 99.0 99.00 
2019 09 11 18 30  18  4.7  5.6 99.00 99.00 99.00 999 1022.0  25.6  27.6  22.7 99.0 99.00 
2019 09 11 18 40  19  4.9  5.8  1.24 10.00  6.48  81 1021.9  25.5 999.0  22.6 99.0 99.00 
2019 09 11 18 50  17  4.6  5.6 99.00 99.00 99.00 999 1021.8  25.6  27.6  22.8 99.0 99.00 
2019 09 11 19 00  17  4.4  5.4 99.00 99.00 99.00 999 1021.7  25.5  27.6  22.9 99.0 99.00 
2019 09 11 19 10  26  4.1  4.9 99.00 99.00 99.00 999 1021.6  25.4  27.7  22.7 99.0 99.00 
2019 09 11 19 20  24  3.9  4.8 99.00 99.00 99.00 999 1021.6  25.4  27.6  22.6 99.0 99.00 
2019 09 11 19 30  32  3.8  4.8 99.00 99.00 99.00 999 1021.4  25.5  27.6  22.3 99.0 99.00 
2019 09 11 19 40  28  3.8  5.0  1.14 10.81  6.17  94 1021.4  25.7  27.7  22.2 99.0 99.00 
2019 09 11 19 50  21  3.5  4.6 99.00 99.00 99.00 999 1021.5  25.9  27.6  22.3 99.0 99.00 
2019 09 11 20 00  19  3.6  4.4 99.00 99.00 99.00 999 1021.3  25.9  27.7  22.6 99.0 99.00 
2019 09 11 20 10  23  3.6  4.3 99.00 99.00 99.00 999 1021.3  25.7  27.7  22.5 99.0 99.00 
2019 09 11 20 20  24  3.6  4.5 99.00 99.00 99.00 999 1021.3  25.7  27.7  22.8 99.0 99.00 
2019 09 11 20 30  32  3.4  4.3 99.00 99.00 99.00 999 1021.2  25.7  27.6  22.9 99.0 99.00 
2019 09 11 20 40  35  3.5  4.6  1.17 10.81  6.59  90 1021.1  25.9  27.7  23.3 99.0 99.00 
2019 09 11 20 50  29  3.8  4.6 99.00 99.00 99.00 999 1021.1  25.9  27.7  23.5 99.0 99.00 
2019 09 11 21 00  29  3.5  4.5 99.00 99.00 99.00 999 1021.1  25.8  27.7  23.5 99.0 99.00 
2019 09 11 21 10  26  3.4  4.1 99.00 99.00 99.00 999 1021.1  25.8  27.6  23.6 99.0 99.00 
2019 09 11 21 20  21  3.3  4.3 99.00 99.00 99.00 999 1021.1  25.7  27.6  23.6 99.0 99.00 
2019 09 11 21 30  22  3.5  4.2 99.00 99.00 99.00 999 1021.0  25.6  27.6  23.4 99.0 99.00 
2019 09 11 21 40  25  3.4  4.4  1.14 10.81  6.91  71 1020.9  25.6  27.7  23.4 99.0 99.00 
2019 09 11 21 50  27  3.5  4.3 99.00 99.00 99.00 999 1020.7  25.7  27.7  23.4 99.0 99.00 
2019 09 11 22 00  28  3.5  4.3 99.00 99.00 99.00 999 1020.7  25.8  27.7  23.6 99.0 99.00 
2019 09 11 22 10  25  3.7  4.5 99.00 99.00 99.00 999 1020.7  25.7  27.6  23.6 99.0 99.00 
2019 09 11 22 20  18  3.1  4.1 99.00 99.00 99.00 999 1020.6  25.7  27.6  23.7 99.0 99.00 
2019 09 11 22 30  21  3.2  4.3 99.00 99.00 99.00 999 1020.7  25.7  27.5  23.8 99.0 99.00 
2019 09 11 22 40  25  3.1  4.2  1.16 10.00  6.98  53 1020.6  25.7  27.5  23.6 99.0 99.00 
2019 09 11 22 50  33  2.7  4.1 99.00 99.00 99.00 999 1020.6  25.9  27.5  23.7 99.0 99.00 
2019 09 11 23 00  39  2.2  3.4 99.00 99.00 99.00 999 1020.6  25.8  27.5  23.4 99.0 99.00 
2019 09 11 23 10  82  2.2  3.4 99.00 99.00 99.00 999 1020.6  25.5  27.4  22.4 99.0 99.00 
2019 09 11 23 20 101  2.2  2.9 99.00 99.00 99.00 999 1020.4  26.1  27.4  21.3 99.0 99.00 
2019 09 11 23 30 120  2.2  3.3 99.00 99.00 99.00 999 1020.5  26.5  27.4  21.0 99.0 99.00 
2019 09 11 23 40 122  2.4  3.6  1.22  9.09  7.02  64 1020.6  26.6  27.4  20.9 99.0 99.00 
2019 09 11 23 50 127  2.6  3.5 99.00 99.00 99.00 999 1020.5  26.6  27.4  20.8 99.0 99.00 
2019 09 12 00 00 126  2.7  4.0 99.00 99.00 99.00 999 1020.6  26.6  27.4  20.8 99.0 99.00 
2019 09 12 00 10 130  2.6  4.2 99.00 99.00 99.00 999 1020.4  26.5  27.4  20.7 99.0 99.00 
2019 09 12 00 20 129  2.5  3.5 99.00 99.00 99.00 999 1020.6  26.6  27.4  20.8 99.0 99.00 
2019 09 12 00 30 133  2.6  3.5 99.00 99.00 99.00 999 1020.6  26.5  27.3  20.7 99.0 99.00 
2019 09 12 00 40 141  2.6  3.6  1.24 10.81  7.14  62 1020.6  26.6  27.3  20.9 99.0 99.00 
2019 09 12 00 50 127  2.5  3.3 99.00 99.00 99.00 999 1020.8  26.6  27.3  21.0 99.0 99.00 
2019 09 12 01 00 139  2.5  3.5 99.00 99.00 99.00 999 1020.8  26.5  27.3  20.8 99.0 99.00 
2019 09 12 01 10 140  2.4  3.5 99.00 99.00 99.00 999 1020.8  26.5  27.3  20.6 99.0 99.00 
2019 09 12 01 20 146  2.8  3.8 99.00 99.00 99.00 999 1020.8  26.6  27.3  20.9 99.0 99.00 
2019 09 12 01 30 148  3.0  4.1 99.00 99.00 99.00 999 1020.6  26.5  27.3  20.8 99.0 99.00 
2019 09 12 01 40 151  3.0  4.1  1.17 10.00  7.09  56 1020.6  26.5  27.3  20.6 99.0 99.00 
2019 09 12 01 50 161  3.1  4.4 99.00 99.00 99.00 999 1020.7  26.6  27.3  20.7 99.0 99.00 
2019 09 12 02 00 165  3.1  4.2 99.00 99.00 99.00 999 1020.9  26.5  27.2  21.0 99.0 99.00 
2019 09 12 02 10 169  3.1  4.0 99.00 99.00 99.00 999 1020.7  26.4  27.2  20.9 99.0 99.00 
2019 09 12 02 20 170  3.7  4.7 99.00 99.00 99.00 999 1020.6  26.5  27.2  21.1 99.0 99.00 
2019 09 12 02 30 172  3.5  4.7 99.00 99.00 99.00 999 1020.7  26.4  27.2  21.1 99.0 99.00 
2019 09 12 02 40 158  3.5  4.7  1.08 10.00  7.00  62 1020.9  26.4  27.2  20.9 99.0 99.00 
2019 09 12 02 50 155  2.8  4.0 99.00 99.00 99.00 999 1020.9  26.4  27.2  20.8 99.0 99.00 
2019 09 12 03 00 157  2.4  3.6 99.00 99.00 99.00 999 1020.9  26.4  27.2  20.7 99.0 99.00 
2019 09 12 03 10 157  1.7  3.0 99.00 99.00 99.00 999 1021.0  26.3  27.2  20.7 99.0 99.00 
2019 09 12 03 20 153  2.1  3.2 99.00 99.00 99.00 999 1021.1  26.3  27.2  20.5 99.0 99.00 
2019 09 12 03 30 168  2.4  3.3 99.00 99.00 99.00 999 1020.9  26.4 999.0  20.8 99.0 99.00 
2019 09 12 03 40 161  2.8  3.5  1.10  9.09  7.33  56 1020.8  26.3  27.2  20.8 99.0 99.00 
2019 09 12 03 50 153  2.5  3.3 99.00 99.00 99.00 999 1020.9  26.3  27.3  20.8 99.0 99.00 
2019 09 12 04 00 168  2.6  3.7 99.00 99.00 99.00 999 1020.8  26.3  27.3  20.6 99.0 99.00 
